MIXS ID	Structured comment name	Item	Expected value	Value syntax	Occurrence	Preferred unit	Definition
MIXS:0000859	genetic_mod	genetic modification	PMID,DOI,url, or text	{PMID}|{DOI}|{URL}|{text}	1		Genetic modifications of the genome of an organism, which may occur naturally by spontaneous mutation, or be introduced by some experimental means, e.g. specification of a transgene or the gene knocked-out or details of transient transfection
MIXS:0000365	host_genotype	host genotype	genotype	{text}	1		Observed genotype.
MIXS:0001113	animal_feed_equip	animal feeding equipment	EOL:0001757	{termLabel} {[termID]}	m		Description of the feeding equipment used for livestock. This field accepts terms listed under feed delivery (http://opendata.inra.fr/EOL/EOL_0001757). Multiple terms can be separated by one or more pipes.
MIXS:0000016	samp_mat_process	sample material processing	text	{text}	1		A brief description of any processing applied to the sample during or after retrieving the sample from environment, or a link to the relevant protocol(s) performed.
MIXS:0001107	samp_name	sample name	text	{text}	1	 	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.
MIXS:0000110	samp_store_temp	sample storage temperature	measurement value	{float} {unit}	1	degree Celsius	Temperature at which sample was stored, e.g. -80 degree Celsius.
MIXS:0001145	library_prep_kit	library preparation kit	name of library preparation kit	{text}	1		Packaged kits (containing adapters, indexes, enzymes, buffers etc.), tailored for specific sequencing workflows, which allow the simplified preparation of sequencing-ready libraries for small genomes, amplicons, and plasmids.
MIXS:0000337	tot_org_c_meth	total organic carbon method	PMID, DOI or URL	{PMID}|{DOI}|{URL}	1		Reference or method used in determining total organic carbon.
MIXS:0000205	org_nitro	organic nitrogen	measurement value	{float} {unit}	1	microgram per liter, micromole per liter	Concentration of organic nitrogen
MIXS:0001309	host_symbiont_symbiont	observed symbionts symbionts	symbionts of the symbiotic organism (host of the samples). e.g.: annotating a sample collected from a trematode with a nematomorpha cyst consider: species name of the nematomorph; {species name} or {common name}	{text}			The taxonomic name of the organism(s) found living in mutualistic, commensalistic, or parasitic symbiosis with the specific host. For cases when the specific host of the sample is a symbiont this field should refer to other organisms it is associated with. E.g.: hyperparasite species X (parasite of the parasite)
MIXS:0000103	organism_count	organism count	organism name; measurement value; enumeration	{text};{float} {unit};[ATP|MPN|qPCR|spread plate|other]	m	number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter	Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)
MIXS:0000315	previous_land_use	history/previous land use	land use name;date	{text};{timestamp}	1		Previous land use and dates.
MIXS:0001038	biotic_regm	biotic regimen	free text	{text}	m		Information about treatment(s) involving use of biotic factors, such as bacteria, viruses or fungi.
MIXS:0001044	growth_habit	growth habit	enumeration	[erect|semi-erect|spreading|prostrate]	1		Characteristic shape, appearance or growth form of a plant species.
MIXS:0000112	solar_irradiance	mean seasonal solar irradiance	measurement value	{float} {unit}	m	kilowatts per square meter per day, ergs per square centimeter per second	The amount of solar energy that arrives at a specific area of a surface during a specific time interval
MIXS:0001106	ph_meth	pH method	PMID, DOI or URL	{PMID}|{DOI}|{URL}	1		Reference or method used in determining ph
MIXS:0001309	host_symbiont_symbiont	observed symbionts symbionts	symbionts of the symbiotic organism (host of the samples). e.g.: annotating a sample collected from a trematode with a nematomorpha cyst consider: species name of the nematomorph; {species name} or {common name}	{text}	1		The taxonomic name of the organism(s) found living in mutualistic, commensalistic, or parasitic symbiosis with the specific host. For cases when the specific host of the sample is a symbiont this field should refer to other organisms it is associated with. E.g.: hyperparasite species X (parasite of the parasite).
MIXS:0000162	diss_org_nitro	dissolved organic nitrogen	measurement value	{float} {unit}	1	microgram per liter, milligram per liter	Dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2
MIXS:0001124	farm_equip_san	farm equipment sanitization					Method used to sanitize growing and harvesting equipment including type and concentration of sanitizing solution and frequency of sanitization.
MIXS:0000162	diss_org_nitro	dissolved organic nitrogen	measurement value	{float} {unit}	1	micromole per liter, microgram per liter, milligram per liter	Dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2
MIXS:0001184	food_product_type	food product type	FOODON:00001002 or FOODON:03309997	{text}|{termLabel} {[termID]}	m		A food product type is a class of food products that is differentiated by its food composition (e.g., single- or multi-ingredient), processing and/or consumption characteristics. This does not include brand name products but it may include generic food dish categories. This field accepts terms under food product type (http://purl.obolibrary.org/obo/FOODON:03400361). For terms related to food product for an animal, consult food product for animal (http://purl.obolibrary.org/obo/FOODON_03309997). If the proper descriptor is not listed please use text to describe the food type. Multiple terms can be separated by one or more pipes.
MIXS:0000106	diss_inorg_phosp	dissolved inorganic phosphorus	measurement value	{float} {unit}	1	microgram per liter, milligram per liter, parts per million	Concentration of dissolved inorganic phosphorus in the sample
MIXS:0000001	samp_size	amount or size of sample collected	measurement value	{float} {unit}	1	millliter, gram, milligram	The total amount or size (volume (ml), mass (g) or area (m2) ) of sample collected.
MIXS:0000591	watering_regm	watering regimen	measurement value;treatment duration;interval;experimental duration	{float} {unit};{period};{interval};{period}	m	milliliter, liter	Information about treatment involving an exposure to watering frequencies, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple regimens
MIXS:0001133	food_harvest_proc	Food harvesting process	free text	{text}	m		A harvesting process is a process which takes in some food material from an individual or community of plant or animal organisms in a given context and time, and outputs a precursor or consumable food product. This may include a part of an organism or the whole, and may involve killing the organism.
MIXS:0001159	soil_cover	soil cover	ENVO:00010483	{termLabel} {[termID]}	1		Description of the material covering the sampled soil. This field accepts terms under ENVO:00010483, environmental material.
MIXS:0000533	tot_org_carb	total organic carbon	measurement value	{float} {unit}	1	gram Carbon per kilogram sample material	Definition for soil: total organic carbon content of the soil, definition otherwise: total organic carbon content
MIXS:0000094	alt	altitude	measurement value	{float} {unit}	1		Altitude is a term used to identify heights of objects such as airplanes, space shuttles, rockets, atmospheric balloons and heights of places such as atmospheric layers and clouds. It is used to measure the height of an object which is above the earth's surface. In this context, the altitude measurement is the vertical distance between the earth's surface above sea level and the sampled position in the air
MIXS:0000183	salinity	salinity	measurement value	{float} {unit}	1	practical salinity unit, percentage	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.
MIXS:0000736	size_frac_up	size-fraction upper threshold	value	{float} {unit}	1	micrometer	Refers to the mesh/pore size used to retain the sample. Materials smaller than the size threshold are excluded from the sample
MIXS:0000094	alt	altitude	measurement value	{float} {unit}	1	meter	Altitude is a term used to identify heights of objects such as airplanes, space shuttles, rockets, atmospheric balloons and heights of places such as atmospheric layers and clouds. It is used to measure the height of an object which is above the earth's surface. In this context, the altitude measurement is the vertical distance between the earth's surface above sea level and the sampled position in the air
MIXS:0000338	tot_nitro_cont_meth	total nitrogen content method	PMID, DOI or URL	{PMID}|{DOI}|{URL}	m		Reference or method used in determining the total nitrogen.
MIXS:0001124	farm_equip_san	farm equipment sanitization	text or commercial name of sanitizer or class of sanitizer or active ingredient in sanitizer	{text} {float} {unit}	m	parts per million	Method used to sanitize growing and harvesting equipment. This can including type and concentration of sanitizing solution.  Multiple terms can be separated by one or more pipes.
MIXS:0001107	samp_name	sample name	text	{text}	1		A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.
MIXS:0001133	food_harvest_proc	Food harvesting process					A harvesting process is a process which takes in some food material from an individual or community of plant or animal organisms in a given context and time, and outputs a precursor or consumable food product. This may include a part of an organism or the whole, and may involve killing the organism.
MIXS:0000059	annot	annotation	annotation source description	{text}	1		Tool used for annotation, or for cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
MIXS:0001147	lot_number	lot number	lot number, item	{integer}, {text}	m		A distinctive alpha-numeric identification code assigned by the manufacturer or distributor to a specific quantity of manufactured material or product within a batch. Synonym: Batch Number.  The submitter should provide lot number of the item followed by the item name for which the lot number was provided.
MIXS:0000503	n_alkanes	n-alkanes	n-alkane name;measurement value	{text};{float} {unit}	m	micromole per liter	Concentration of n-alkanes; can include multiple n-alkanes
MIXS:0000590	water_temp_regm	water temperature regimen	measurement value;treatment interval and duration	{float} {unit};{Rn/start_time/end_time/duration}	m	degree Celsius	Information about treatment involving an exposure to water with varying degree of temperature, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple regimens
MIXS:0000318	crop_rotation	history/crop rotation	crop rotation status;schedule	{boolean};Rn/{timestamp}/{period}	1		Whether or not crop is rotated, and if yes, rotation schedule
MIXS:0000204	org_matter	organic matter	measurement value	{float} {unit}	1	microgram per liter, milligram per cubic meter	Concentration of organic matter
MIXS:0000327	store_cond	storage conditions	storage condition type;duration	{text};{period}	1		Explain how and for how long the soil sample was stored before DNA extraction (fresh/frozen/other).
MIXS:0000257	host_dry_mass	host dry mass	measurement value	{float} {unit}	1	kilogram, gram	Measurement of dry mass.
MIXS:0000008	experimental_factor	experimental factor	text or EFO and/or OBI	{termLabel} {[termID]}|{text}	m		Experimental factors are essentially the variable aspects of an experiment design which can be used to describe an experiment, or set of experiments, in an increasingly detailed manner. This field accepts ontology terms from Experimental Factor Ontology (EFO) and/or Ontology for Biomedical Investigations (OBI). For a browser of EFO (v 2.95) terms, please see http://purl.bioontology.org/ontology/EFO; for a browser of OBI (v 2018-02-12) terms please see http://purl.bioontology.org/ontology/OBI.
MIXS:0000318	crop_rotation	history/crop rotation	crop rotation status;schedule	{boolean};{Rn/start_time/end_time/duration}	1		Whether or not crop is rotated, and if yes, rotation schedule.
MIXS:0000263	host_tot_mass	host total mass	mass of the symbiotic organism (host of the samples); measurement value	{float} {unit}	1	kilogram, gram, cell number	Total mass of the host at collection, the unit depends on host.
MIXS:0000874	host_phenotype	host phenotype	symbiotic organism (host of the samples) specific phenotype ontology terms; OBA or PTO or free text	{term}			Phenotype of human or other host. For phenotypic quality ontology (pato) (v 2018-03-27) terms, please see http://purl.bioontology.org/ontology/pato. For Human Phenotype Ontology (HP) (v 2018-06-13) please see http://purl.bioontology.org/ontology/HP.
MIXS:0000828	samp_floor	sampling floor	enumeration	[1st floor|2nd floor|{integer} floor|basement|lobby]	1		The floor of the building, where the sampling room is located
MIXS:0000754	perturbation	perturbation	perturbation type name;perturbation interval and duration	{text};{Rn/start_time/end_time/duration}	m		Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types
MIXS:0000116	samp_store_dur	sample storage duration	duration	{duration}	1		Duration for which the sample was stored.
MIXS:0000503	n_alkanes	n-alkanes	n-alkane name;measurement value	{text};{float} {unit}	m	micromole per liter, milligram per liter	Concentration of n-alkanes; can include multiple n-alkanes
MIXS:0000735	size_frac_low	size-fraction lower threshold	value	{float} {unit}	1	micrometer	Refers to the mesh/pore size used to pre-filter/pre-sort the sample. Materials larger than the size threshold are excluded from the sample.
MIXS:0000247	ances_data	ancestral data	text	{text}	1		Information about either pedigree or other ancestral information description (e.g. parental variety in case of mutant or selection), e.g. A/3*B (meaning [(A x B) x B] x B).
MIXS:0000643	season_temp	mean seasonal temperature	measurement value	{float} {unit}	1	degree Celsius	Mean seasonal air temperature.
MIXS:0000874	host_phenotype	host phenotype	PATO	{term}	1		Phenotype of human or other host. For phenotypic quality ontology (pato) (v 2018-03-27) terms, please see http://purl.bioontology.org/ontology/pato. For Human Phenotype Ontology (HP) (v 2018-06-13) please see http://purl.bioontology.org/ontology/HP
MIXS:0000829	season	season	NCIT:C94729	{termLabel} {[termID]}	1		The season when sampling occurred. Any of the four periods into which the year is divided by the equinoxes and solstices. This field accepts terms listed under season (http://purl.obolibrary.org/obo/NCIT_C94729).
MIXS:0000251	host_life_stage	host life stage	stage	{text}	1		Description of life stage of host
MIXS:0000059	annot	annotation	name of tool or pipeline used, or annotation source description	{text}	1		Tool used for annotation, or for cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
MIXS:0001052	mechanical_damage	mechanical damage	damage type;body site	{text};{text}	m		Information about any mechanical damage exerted on the plant; can include multiple damages and sites.
MIXS:0001204	food_dis_point_city	food distribution point geographic location (city)	GAZ:00000448	{text}|{termLabel} {[termID]}	m		A reference to a place on the Earth, by its name or by its geographical location that refers to a distribution point along the food chain. This field accepts terms listed under geographic location (http://purl.obolibrary.org/obo/GAZ_00000448). Reference: Adam Diamond, James Barham. Moving Food Along the Value Chain: Innovations in Regional Food Distribution. U.S. Dept. of Agriculture, Agricultural Marketing Service. Washington, DC. March 2012. http://dx.doi.org/10.9752/MS045.03-2012.
MIXS:0001153	samp_pooling	sample pooling					Physical combination of several instances of like material, e.g. RNA extracted from samples or dishes of cell cultures into one big aliquot of cells. Please provide a short description of the samples that were pooled.
MIXS:0000091	associated resource	relevant electronic resources	URL	{URL}	m		A related resource that is referenced, cited, or otherwise associated to the sequence.
MIXS:0000861	host_subject_id	host subject id	unique identifier	{text}	1		A unique identifier by which each subject can be referred to, de-identified. 
MIXS:0000758	surf_material	surface material	enumeration	[adobe|carpet|cinder blocks|concrete|hay bales|glass|metal|paint|plastic|stainless steel|stone|stucco|tile|vinyl|wood]	1		Surface materials at the point of sampling
MIXS:0001056	ph_regm	pH regimen	measurement value;treatment duration;interval;experimental duration	{float};{period};{interval};{period}	m		Information about treatment involving exposure of plants to varying levels of ph of the growth media, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple regimen
MIXS:0000578	root_med_macronutr	rooting medium macronutrients	macronutrient name;measurement value	{text};{float} {unit}	1	milligram per liter	Measurement of the culture rooting medium macronutrients (N,P, K, Ca, Mg, S); e.g. KH2PO4 (170 mg/L).
MIXS:0000315	previous_land_use	history/previous land use	land use name;date	{text};{timestamp}	1		Previous land use and dates
MIXS:0000561	herbicide_regm	herbicide regimen	herbicide name;herbicide amount;treatment duration;interval;experimental duration	{text};{float} {unit};{period};{interval};{period}	m	gram, mole per liter, milligram per liter	Information about treatment involving use of herbicides; information about treatment involving use of growth hormones; should include the name of herbicide, amount administered, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple regimens
MIXS:0000031	host_disease_stat	host disease status	disease name or Disease Ontology term	{text}|{termLabel} {[termID]}	m		List of diseases with which the host has been diagnosed; can include multiple diagnoses. The value of the field depends on host; for humans the terms should be chosen from the DO (Human Disease Ontology) at https://www.disease-ontology.org, non-human host diseases are free text
MIXS:0000106	diss_inorg_phosp	dissolved inorganic phosphorus	measurement value	{float} {unit}	1	microgram per liter, milligram per liter, parts per million, micromole per liter	Concentration of dissolved inorganic phosphorus in the sample
MIXS:0000031	host_disease_stat	host disease status	disease name or Disease Ontology term	{termLabel} {[termID]}|{text}	m		List of diseases with which the host has been diagnosed; can include multiple diagnoses. The value of the field depends on host; for humans the terms should be chosen from the DO (Human Disease Ontology) at https://www.disease-ontology.org, non-human host diseases are free text
MIXS:0001179	IFSAC_category	Interagency Food Safety Analytics Collaboration (IFSAC) category	IFSAC term	{text}	m		The IFSAC food categorization scheme has five distinct levels to which foods can be assigned, depending upon the type of food. First, foods are assigned to one of four food groups (aquatic animals, land animals, plants, and other). Food groups include increasingly specific food categories; dairy, eggs, meat and poultry, and game are in the land animal food group, and the category meat and poultry is further subdivided into more specific categories of meat (beef, pork, other meat) and poultry (chicken, turkey, other poultry). Finally, foods are differentiated by differences in food processing (such as pasteurized fluid dairy products, unpasteurized fluid dairy products, pasteurized solid and semi-solid dairy products, and unpasteurized solid and semi-solid dairy products. An IFSAC food category chart is available from https://www.cdc.gov/foodsafety/ifsac/projects/food-categorization-scheme.html PMID: 28926300
MIXS:0001175	water_pH	water pH	measurement value	{float}			The pH measurement of the sample, or liquid portion of sample, or aqueous phase of the fluid.
MIXS:0000866	host_body_habitat	host body habitat	free text	{text}	1		Original body habitat where the sample was obtained from
MIXS:0001152	repository_name	repository name	institution	{text}	m		"The name of the institution where the sample or DNA extract is held or ""sample not available"" if the sample was used in its entirety for analysis or otherwise not retained."
MIXS:0001184	food_product_type	food product type		{text}			new food product categories and food products themselves
MIXS:0000027	pathogenicity	known pathogenicity	CV	{term}	1		To what is the entity pathogenic
MIXS:0000264	host_height	host height	measurement value	{float} {unit}	1	centimeter, millimeter, meter	The height of subject
MIXS:0000173	bacteria_carb_prod	bacterial carbon production	measurement value	{float} {unit}	1	nanogram per hour	Measurement of bacterial carbon production
MIXS:0001126	farm_equip	farm equipment used	AGRO:00000416	{termLabel} {[termID]}	m		List of equipment used for planting, fertilization, harvesting, irrigation, land levelling, residue management, weeding or transplanting during the growing season.  This field accepts terms listed under agricultural implement (http://purl.obolibrary.org/obo/AGRO_00000416). Multiple terms can be separated by pipes.
MIXS:0000251	host_life_stage	host life stage	life stage of the symbiotic organism (host of the samples)	{text}	1		Description of life stage of host.
MIXS:0001081	tillage	history/tillage	enumeration	[drill|cutting disc|ridge till|strip tillage|zonal tillage|chisel|tined|mouldboard|disc plough]	m		Note method(s) used for tilling
MIXS:0000037	nucl_acid_ext	nucleic acid extraction	PMID, DOI or URL	{PMID}|{DOI}|{URL}	1		A link to a literature reference, electronic resource or a standard operating procedure (SOP), that describes the material separation to recover the nucleic acid fraction from a sample
MIXS:0000327	store_cond	storage conditions	storage condition type;duration	{text};{duration}	1		Explain how and for how long the soil sample was stored before DNA extraction (fresh/frozen/other).
MIXS:0000250	host_taxid	host taxid	NCBI taxon identifier	{NCBI taxid}	1		NCBI taxon id of the host, e.g. 9606.
MIXS:0001163	soil_temp	soil temperature	measurement value	{float} {unit}	m	degree Celsius	Temperature of soil at the time of sampling.
MIXS:0001081	tillage	history/tillage	enumeration	[drill|cutting disc|ridge till|strip tillage|zonal tillage|chisel|tined|mouldboard|disc plough]	1		Note method(s) used for tilling
MIXS:0000046	pcr_primers	pcr primers	FWD: forward primer sequence;REV:reverse primer sequence	FWD:{dna};REV:{dna}	1		PCR primers that were used to amplify the sequence of the targeted gene, locus or subfragment. This field should contain all the primers used for a single PCR reaction if multiple forward or reverse primers are present in a single PCR reaction. The primer sequence should be reported in uppercase letters
MIXS:0000252	host_substrate	host substrate	substrate name of the symbiotic organism (host of the samples)	{text}	1		The growth substrate of the host.
MIXS:0000861	host_subject_id	host subject id	unique identifier of the symbiotic organism (host of the samples)	{text}	1		A unique identifier by which each subject can be referred to, de-identified.
MIXS:0000012	env_broad_scale	broad-scale environmental context	Add terms that identify the major environment type(s) where your sample was collected. Recommend subclasses of biome [ENVO:00000428]. Multiple terms can be separated by one or more pipes e.g.: mangrove biome [ENVO:01000181]|estuarine biome [ENVO:01000020]	{termLabel} {[termID]}	1		Report the major environmental system the sample or specimen came from. The system(s) identified should have a coarse spatial grain, to provide the general environmental context of where the sampling was done (e.g. in the desert or a rainforest). We recommend using subclasses of EnvO’s biome class:  http://purl.obolibrary.org/obo/ENVO_00000428. EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS
MIXS:0000013	env_local_scale	local environmental context	Add terms that identify environmental entities having causal influences upon the entity at time of sampling, multiple terms can be separated by pipes, e.g.: shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]	{termLabel} {[termID]}	1		In this field, report the entity or entities which are in your sample or specimen’s local vicinity and which you believe have significant causal influences on your sample or specimen. Please use terms that are present in ENVO and which are of smaller spatial grain than your entry for env_broad_scale. Format (one term): termLabel [termID]; Format (multiple terms): termLabel [termID]|termLabel [termID]|termLabel [termID]. Example: Annotating a pooled sample taken from various vegetation layers in a forest consider: canopy [ENVO:00000047]|herb and fern layer [ENVO:01000337]|litter layer [ENVO:01000338]|understory [01000335]|shrub layer [ENVO:01000336]. If needed, request new terms on the ENVO tracker, identified here: http://www.obofoundry.org/ontology/envo.html.
MIXS:0000263	host_tot_mass	host total mass	measurement value	{float} {unit}	1	kilogram, gram	Total mass of the host at collection, the unit depends on host.
MIXS:0000118	wind_speed	wind speed	measurement value	{float} {unit}	1	kilometer per hour	speed of wind measured at the time of sampling.
MIXS:0000013	env_local_scale	local environmental context	Add terms that identify environmental entities having causal influences upon the entity at time of sampling, multiple terms can be separated by pipes, e.g.: shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]	{termLabel} {[termID]}	1		Report the entity or entities which are in the sample or specimen’s local vicinity and which you believe have significant causal influences on your sample or specimen. We recommend using EnvO terms which are of smaller spatial grain than your entry for env_broad_scale. Terms, such as anatomical sites, from other OBO Library ontologies which interoperate with EnvO (e.g. UBERON) are accepted in this field. EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS
MIXS:0000338	tot_nitro_cont_meth	total nitrogen content method	PMID, DOI or URL	{PMID}|{DOI}|{URL}	1		Reference or method used in determining the total nitrogen
MIXS:0000590	water_temp_regm	water temperature regimen	measurement value;treatment duration;interval;experimental duration	{float} {unit};{period};{interval};{period}	m	degree Celsius	Information about treatment involving an exposure to water with varying degree of temperature, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple regimens
MIXS:0001181	cult_isol_date	culture isolation date	free text	YYYY-MM-DD			A culture isolation date is a date-time entity marking the end of a process in which a sample is isolated as a single colony or non-mixture culture
MIXS:0001145	library_prep_kit	library preparation kit	library preparation kit	{text}	1		Packaged kits (containing adapters, indexes, enzymes, buffers etc), tailored for specific sequencing workflows, which allow the simplified preparation of sequencing-ready libraries for small genomes, amplicons, and plasmids.
MIXS:0000525	tot_carb	total carbon	measurement value	{float} {unit}	1	microgram per liter	Total carbon content
MIXS:0000191	turbidity	turbidity	measurement value	{float} {unit}	1	formazin turbidity unit, formazin nephelometric units, nephelometric turbidity units	Measure of the amount of cloudiness or haziness in water caused by individual particles.
MIXS:0000426	nitrite	nitrite	measurement value	{float} {unit}	1	micromole per liter, milligram per liter, parts per million	Concentration of nitrite in the sample
MIXS:0000325	pool_dna_extracts	pooling of DNA extracts (if done)	pooling status;number of pooled extracts	{boolean};{float} {unit}	1	gram, milliliter, microliter	Indicate whether multiple DNA extractions were mixed. If the answer yes, the number of extracts that were pooled should be given
MIXS:0001204	food_dis_point_city	food distribution point geographic location (city)	GAZ:00000448	{text}|{termLabel} {[termID]}			A reference to a place on the Earth, by its name or by its geographical location that refers to a distribution point along the food chain. This field accepts terms listed under geographic location (http://purl.obolibrary.org/obo/GAZ_00000448). Reference: Adam Diamond, James Barham. Moving Food Along the Value Chain: Innovations in Regional Food Distribution. U.S. Dept. of Agriculture, Agricultural Marketing Service. Washington, DC. March 2012. http://dx.doi.org/10.9752/MS045.03-2012.
MIXS:0000365	host_genotype	host genotype	genotype of the symbiotic organism (host of the samples)	{text}			Observed genotype.
MIXS:0001175	water_pH	water pH	measurement value	{float}	1		pH measurement of the sample, or liquid portion of sample, or aqueous phase of the fluid.
MIXS:0000255	host_age	host age	value	{float} {unit}	1	year, day, hour	Age of host at the time of sampling; relevant scale depends on species and study, e.g. Could be seconds for amoebae or centuries for trees
MIXS:0000515	part_org_carb	particulate organic carbon	measurement value	{float} {unit}	1	microgram per liter, micromole per liter	Concentration of particulate organic carbon
MIXS:0001179	IFSAC_category	Interagency Food Safety Analytics Collaboration (IFSAC) category	IFSAC term	{text}	m		The IFSAC food categorization scheme has five distinct levels to which foods can be assigned, depending upon the type of food. First, foods are assigned to one of four food groups (aquatic animals, land animals, plants, and other). Food groups include increasingly specific food categories; dairy, eggs, meat and poultry, and game are in the land animal food group, and the category meat and poultry is further subdivided into more specific categories of meat (beef, pork, other meat) and poultry (chicken, turkey, other poultry). Finally, foods are differentiated by differences in food processing (such as pasteurized fluid dairy products, unpasteurized fluid dairy products, pasteurized solid and semi-solid dairy products, and unpasteurized solid and semi-solid dairy products. An IFSAC food category chart is available from https://www.cdc.gov/foodsafety/ifsac/projects/food-categorization-scheme.html PMID: 28926300.
MIXS:0000181	phosplipid_fatt_acid	phospholipid fatty acid	phospholipid fatty acid name;measurement value	{text};{float} {unit}	m	mole per gram, mole per liter	Concentration of phospholipid fatty acids; can include multiple values
MIXS:0000010	geo_loc_name	geographic location (country and/or sea,region)	country or sea name (INSDC or GAZ): region(GAZ), specific location name	{term}: {term}, {text}	1		The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html), or the GAZ ontology (http://purl.bioontology.org/ontology/GAZ)
MIXS:0001106	ph_meth	pH method	PMID, DOI or URL	{PMID}|{DOI}|{URL}	1		Reference or method used in determining pH.
MIXS:0000013	env_local_scale	local environmental context	Environmental entities having causal influences upon the entity at time of sampling.	{termLabel} {[termID]}	1		Report the entity or entities which are in the sample or specimen’s local vicinity and which you believe have significant causal influences on your sample or specimen. We recommend using EnvO terms which are of smaller spatial grain than your entry for env_broad_scale. Terms, such as anatomical sites, from other OBO Library ontologies which interoperate with EnvO (e.g. UBERON) are accepted in this field. EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS. 
MIXS:0000114	ventilation_rate	ventilation rate	measurement value	{float} {unit}	1	cubic meter per minute, liters per second	Ventilation rate of the system in the sampled premises
MIXS:0001177	enrichment_protocol	enrichment protocol	PMID,DOI,url, or text	{PMID}|{DOI}|{URL}|{text}	1		The microbiological workflow or protocol followed to test for the presence or enumeration of the target microbial analyte(s). Please provide a PubMed or DOI reference for published protocols.
MIXS:0000116	samp_store_dur	sample storage duration	duration	{duration}	1		Duration for which the sample was stored. Indicate the duration for which the sample was stored written in ISO 8601 format.
MIXS:0000828	samp_floor	sampling floor	enumeration	[1st floor|2nd floor|{integer} floor|basement|lobby]	1		The floor of the building, where the sampling room is located.
MIXS:0000112	solar_irradiance	mean seasonal solar irradiance	measurement value	{float} {unit}	m	kilowatts per square meter per day, ergs per square centimeter per second	The amount of solar energy that arrives at a specific area of a surface during a specific time interval.
MIXS:0000533	tot_org_carb	total organic carbon	percent TOC	{percentage}	1	gram Carbon per kilogram sample material	Definition for soil: total organic carbon content of the soil, definition otherwise: total organic carbon content.
MIXS:0000872	host_family_relation	host family relationship	relationship type;arbitrary identifier	{text};{text}	m		Familial relationships to other hosts in the same study; can include multiple relationships
MIXS:0001068	season_environment	seasonal environment	seasonal environment name;treatment interval and duration	{text};{period};{interval};{period}	m		Treatment involving an exposure to a particular season (e.g. Winter, summer, rabi, rainy etc.), treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment
MIXS:0000425	nitrate	nitrate	measurement value	{float} {unit}	1	micromole per liter, milligram per liter, parts per million, micromole per kilogram	Concentration of nitrate in the sample
MIXS:0000256	host_length	host length	measurement value	{float} {unit}	1	centimeter, millimeter, meter	The length of subject.
MIXS:0000756	ventilation_type	ventilation type	ventilation type name	{text}	1		Ventilation system used in the sampled premises
MIXS:0000050	seq_meth	sequencing method	text or OBI	{termLabel} {[termID]}|{text}	1		Sequencing machine used. Where possible the term should be taken from the OBI list of DNA sequencers (http://purl.obolibrary.org/obo/OBI_0400103).
MIXS:0000247	ances_data	ancestral data	free text	{text}	1		Information about either pedigree or other ancestral information description (e.g. parental variety in case of mutant or selection), e.g. A/3*B (meaning [(A x B) x B] x B)
